奇々怪々,-1
奇っ怪,-1
奇奇怪怪,-1
奇態,-1
希薄,-1
忌まわしい,-1
忌わしい,-1
機械,-1
気ぜわしい,-1
気むずかしい,-1
気弱,-1
気取っ,-1
気色,-1
気早,-1
気短,-1
気難しい,-1
気付き,-1
気分,1
気忙しい,-1
気味が悪い,-1
稀薄,-1
儀式張っ,-1
戯け,-1
疑い深い,-1
疑わしい,-1
疑問,-1
詰屈,-1
逆賊,-1
泣き所,-1
泣き虫,-1
居丈高,-1
虚仮,-1
許し,-1
凶漢,-1
凶暴,-1
凶猛,-1
強情,-1
強情っぱり,-1
強欲,-1
怯懦,-1
恐るべき,-1
恐れ,-1
恐れ多い,-1
狂わしい,-1
狂人,-1
狂暴,-1
狂乱,-1
狭苦しい,-1
狭量,-1
狭隘,-1
脅かす,-1
興味,1
驚き,-1
仰々しい,-1
仰仰しい,-1
極貧,-1
僅少,-1
近目,-1
銀流し,-1
苦,1
苦々しい,-1
苦し紛れ,-1
苦肉の策,-1
愚か,-1
愚かしい,-1
愚人,-1
愚図,-1
愚直,-1
愚鈍,-1
愚物,-1
愚昧,-1
愚劣,-1
空々しい,-1
空しい,-1
空回り,-1
空恐ろしい,-1
空空しい,-1
空疎,-1
空中,-1
屈伏,-1
屈服,-1
型,-1
形無し,-1
軽々しい,-1
軽はずみ,-1
軽視,-1
軽蔑,-1
軽躁,-1
激越,-1
隙,1
欠陥,-1
喧しい,-1
喧嘩腰,-1
堅苦しい,-1
堅物,-1
嫌,-1
嫌み,1
嫌味,1
見えっ張り,-1
見ぐるしい,-1
見づらい,-1
見にくい,-1
見下す,-1
見苦しい,-1
険しい,-1
険悪,-1
険難,-1
厳つい,-1
厳酷,-1
幻怪,-1
言語道断,-1
個性,1
古めかしい,-1
古臭い,-1
固陋,-1
姑息,-1
胡散臭い,-1
誇大,-1
後の祭り,-1
御,-1
御機嫌,-1
御大層,-1
効き,-1
厚かましい,-1
厚ぼったい,-1
厚顔,-1
口,-1
口惜しい,-1
口先,-1
向う見ず,-1
好い加減,-1
好きもの,-1
好き嫌い,-1
巧言令色,-1
慌しい,-1
慌ただしい,-1
甲斐性,-1
荒々しい,-1
荒くれ,-1
荒っぽい,-1
荒らか,-1
荒荒しい,-1
荒削り,-1
荒誕,-1
荒唐,-1
高慢,-1
高慢ちき,-1
剛愎,-1
合わせ,1
酷,-1
酷い,-1
酷しい,-1
酷薄,-1
酷烈,-1
腰砕け,-1
腰弱,-1
腰抜け,-1
今ひとつ,-1
今一つ,-1
恨めしい,-1
根性,-1
根無し,-1
差,1
差し支える,-1
差し出がましい,-1
差支える,-1
差別,-1
細細,-1
在り来り,-1
